epoch,accuracy,loss,val_accuracy,val_loss
47,0.8305203914642334,1.9429668188095093,0.45154061913490295,4.130028247833252
48,0.8396624326705933,1.9297335147857666,0.44817930459976196,4.097011566162109
49,0.8416314721107483,1.9202533960342407,0.45154061913490295,4.106726169586182
50,0.8392404913902283,1.9160188436508179,0.4490196108818054,4.1486639976501465
51,0.8427566885948181,1.9146692752838135,0.44733893871307373,4.1115288734436035
52,0.846202552318573,1.9004759788513184,0.4641456604003906,4.058453559875488
53,0.8440223932266235,1.8929007053375244,0.4616246521472931,4.016524314880371
54,0.8462728261947632,1.891151785850525,0.4644257724285126,4.012530326843262
55,0.853094220161438,1.8711473941802979,0.46302518248558044,4.042531967163086
56,0.8519690632820129,1.8667229413986206,0.4703080952167511,4.034538269042969
57,0.8630801439285278,1.852243423461914,0.4616246521472931,4.032174587249756
58,0.8613923788070679,1.8389508724212646,0.4663865566253662,4.031900405883789
59,0.8643460273742676,1.83293616771698,0.46722692251205444,3.9762039184570312
60,0.8609001040458679,1.8417052030563354,0.4803921580314636,3.9668612480163574
61,0.866877555847168,1.8206804990768433,0.47815126180648804,3.9628725051879883
62,0.8692685961723328,1.8141626119613647,0.47955185174942017,4.014416217803955
63,0.8682840466499329,1.8104240894317627,0.4831933081150055,3.9409427642822266
64,0.8707454800605774,1.8105413913726807,0.47927170991897583,3.9710352420806885
65,0.8715190291404724,1.8008692264556885,0.4739495515823364,3.9500973224639893
66,0.8781996965408325,1.7811928987503052,0.49047616124153137,3.9144740104675293
67,0.8797468543052673,1.7803610563278198,0.49047616124153137,3.8551440238952637
68,0.8794655203819275,1.7746763229370117,0.4815126359462738,3.9283287525177
69,0.8777778148651123,1.7727608680725098,0.48739495873451233,3.8988382816314697
70,0.8815048336982727,1.7653597593307495,0.48683473467826843,3.9243364334106445
71,0.8832629919052124,1.7630784511566162,0.4952380955219269,3.913808584213257
72,0.8861463069915771,1.752427339553833,0.5005602240562439,3.8784337043762207
73,0.8821378350257874,1.7508348226547241,0.4941176474094391,3.877328395843506
74,0.8886076211929321,1.742047667503357,0.5002800822257996,3.881920099258423
75,0.8927567005157471,1.7297333478927612,0.4971988797187805,3.9034202098846436
76,0.8928270936012268,1.7295739650726318,0.4977591037750244,3.849987030029297
77,0.8931786417961121,1.7221083641052246,0.5005602240562439,3.8710415363311768
78,0.8926863670349121,1.7211414575576782,0.5028011202812195,3.8281285762786865
79,0.8967651724815369,1.717073678970337,0.5050420165061951,3.8938138484954834
80,0.894585132598877,1.7122242450714111,0.513165295124054,3.836456298828125
81,0.8941632509231567,1.7073899507522583,0.5025210380554199,3.8553922176361084
82,0.8984528183937073,1.7003601789474487,0.5098039507865906,3.8452060222625732
83,0.8957103490829468,1.7022449970245361,0.5114845633506775,3.85693359375
84,0.9015470743179321,1.6950384378433228,0.5112044811248779,3.818422555923462
85,0.9028128385543823,1.6865909099578857,0.5151260495185852,3.850637197494507
86,0.898945152759552,1.691185712814331,0.5128851532936096,3.806345224380493
87,0.9031645655632019,1.6846164464950562,0.5145658850669861,3.8370137214660645
88,0.9033755660057068,1.6820811033248901,0.5159663558006287,3.8027446269989014
89,0.9009141325950623,1.6894230842590332,0.5151260495185852,3.848262310028076
90,0.901336133480072,1.6797274351119995,0.5123249292373657,3.7894930839538574
91,0.9040789008140564,1.6751116514205933,0.5011204481124878,3.8724355697631836
92,0.907805860042572,1.6693462133407593,0.5061625242233276,3.8833889961242676
93,0.9099859595298767,1.659853219985962,0.5226891040802002,3.797720193862915
94,0.9068917632102966,1.6603751182556152,0.5204482078552246,3.7698476314544678
95,0.9089310765266418,1.6565165519714355,0.5212885141372681,3.7658066749572754
96,0.9087904095649719,1.6582670211791992,0.5142857432365417,3.7960455417633057
97,0.9104077816009521,1.650092363357544,0.5240896940231323,3.772982120513916
98,0.9105484485626221,1.6468122005462646,0.5254901647567749,3.752227544784546
99,0.912728488445282,1.6402645111083984,0.5238094925880432,3.79318904876709
100,0.9106892347335815,1.635715126991272,0.5173669457435608,3.802342414855957
101,0.9151899218559265,1.6370232105255127,0.5168067812919617,3.80526065826416
102,0.9189171195030212,1.6313942670822144,0.5156862735748291,3.786008596420288
103,0.9123066663742065,1.6274217367172241,0.5210084319114685,3.792710781097412
104,0.9137833714485168,1.6287651062011719,0.5176470279693604,3.787803888320923
105,0.9148381948471069,1.629363775253296,0.5140056014060974,3.8296589851379395
106,0.9186356663703918,1.6274815797805786,0.5148459076881409,3.799337148666382
107,0.9175106287002563,1.618204951286316,0.5198879241943359,3.8045613765716553
108,0.9212376475334167,1.6123065948486328,0.529411792755127,3.7189865112304688
109,0.9175106287002563,1.6200469732284546,0.526890754699707,3.726400375366211
110,0.9190576076507568,1.6157013177871704,0.519327700138092,3.792294979095459
111,0.9179325103759766,1.609136700630188,0.5221288800239563,3.7705836296081543
112,0.9185653924942017,1.6024523973464966,0.516246497631073,3.798313617706299
113,0.9197610020637512,1.6018846035003662,0.524929940700531,3.7440335750579834
114,0.9215189814567566,1.5993304252624512,0.5224089622497559,3.7633848190307617
115,0.9191983938217163,1.5979294776916504,0.5201680064201355,3.7435076236724854
116,0.9216596484184265,1.5935523509979248,0.5235294103622437,3.734363317489624
117,0.9247539043426514,1.5905741453170776,0.5246498584747314,3.77378249168396
118,0.9234177470207214,1.594272255897522,0.5134453773498535,3.755371570587158
